,Batch,Condition,FFT Average,FFT Average (smoothed),Spacing / nm,Transform
69,1,2,15.612589539148127,14.429093990470959,2.406450622671646,7
70,1,2,17.716103782247682,14.254292975366884,2.378139438875509,7
71,1,2,12.331821869825443,14.587269240407515,2.3504866547025376,7
72,1,2,14.538104295765043,14.447929178958928,2.323469566717451,7
73,1,2,11.61191519107023,14.776609227831612,2.2970665034592983,7
74,1,2,12.924769357350788,14.469326310462565,2.2712567674653736,7
75,1,2,18.039330374808333,14.20544374017487,2.2460205811602028,7
76,1,2,12.006950883480654,14.630982520254463,2.2213390363122887,7
77,1,2,13.881094273370952,14.299904186842003,2.1971940467871547,7
78,1,2,16.45057468480255,14.346946223919213,2.173568304348583,7
79,1,2,19.051441486706224,14.603156355196075,2.1504452372810454,7
80,1,2,12.595264795683741,14.924063248961458,2.127808971625455,7
