Sample E1,,Sample E2,,Sample E3,,Sample E4,,Sample F1,,Sample F2,,Sample F3,,Sample F4,,Sample G1,,Sample G2,,Sample G3,,Sample G4,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
449.0083313,135.0446777,449.0452271,77.54237366,449.0805969,63.11935806,449.1165771,347.1346741,449.2633667,141.1933289,449.2278748,85.55516052,449.1921692,62.560215,449.1565857,361.1014709,449.3032837,115.8471222,449.3387146,84.07155609,449.374054,57.71701431,449.4107971,296.6470642,
450.0083313,135.5336761,450.0435486,77.18505859,450.0795898,63.39379501,450.1158752,343.0997925,450.2640686,141.4219666,450.2278748,84.6647644,450.1925659,62.97779846,450.1565552,357.0469666,450.3056946,115.3802567,450.3406372,84.56059265,450.3759155,58.74554443,450.4119873,298.0052185,
451.0083313,134.5568542,451.04422,77.86408997,451.0806885,63.75727844,451.1157227,342.9900513,451.263092,142.4773254,451.2266235,85.27443695,451.1912231,63.49721527,451.1553955,357.8458252,451.3043518,114.2048645,451.3404541,84.33405304,451.3763733,58.53572464,451.4120789,295.9015198,
452.0083313,134.1416626,452.0438843,77.07817078,452.0801392,64.06678772,452.1157837,346.1080017,452.2623901,142.2391205,452.2266235,84.98474121,452.1912231,63.34318924,452.1556396,358.5300293,452.3030396,115.9587479,452.3388062,84.01178741,452.3752136,57.71888351,452.4109802,294.3015442,
453.0083313,135.0236511,453.0434265,76.87001801,453.0783997,63.92367935,453.1147766,343.9906921,453.2617493,141.4539795,453.225708,84.21131897,453.1902161,62.45286942,453.1539001,360.6722412,453.3004456,115.6442871,453.3355408,84.21743774,453.3716125,57.91153717,453.4077148,295.1463013,
454.0083313,135.1749725,454.0439148,76.18174744,454.0799866,63.94498062,454.115509,343.5840759,454.2632141,141.2285767,454.2276306,85.64662933,454.1922302,61.90591431,454.1572266,361.5635071,454.3040466,115.3618698,454.3399048,85.00559998,454.3764038,57.64673996,454.4100647,297.1473694,
455.0083313,134.5401459,455.0439758,76.76364899,455.079895,62.616436,455.1160889,343.8685608,455.26474,141.9815063,455.2294006,85.23768616,455.1930542,63.26820755,455.1574402,358.2268982,455.306366,114.8539429,455.3424072,83.67834473,455.3780823,58.24512482,455.4144592,295.6828003,
456.0083313,135.3694305,456.0437317,77.25050354,456.0800781,63.64149475,456.115387,344.8252563,456.2629089,140.8584747,456.2272034,85.08984375,456.1917419,62.62403107,456.1545715,358.4651794,456.3042908,114.9567108,456.3408813,83.13799286,456.3768311,58.95495224,456.4125671,298.3273621,
457.0083313,135.3346252,457.0440369,77.89758301,457.0794067,64.43862915,457.1149597,342.5280151,457.2615967,141.7789459,457.2261353,84.74233246,457.1915283,62.3755722,457.1559448,359.9517822,457.3032227,116.2777481,457.339386,82.55993652,457.375061,58.30446625,457.4117432,296.778717,
458.0083313,134.5017853,458.0438843,77.08146667,458.0797119,63.54889297,458.1152039,342.4128418,458.2616577,140.1217804,458.2262268,84.66545868,458.1905518,62.63153839,458.1543884,359.3936157,458.3028564,114.4257431,458.3388062,83.13497925,458.3744812,57.49501419,458.4103699,297.1456604,
459.0083313,134.9705963,459.0450439,77.5112915,459.0812073,64.04999542,459.1165466,342.4208069,459.2662354,140.295105,459.2301941,84.17353821,459.194397,62.408535,459.1585693,358.7235107,459.3069763,114.842308,459.3427124,84.13162994,459.3778687,57.8983345,459.4135437,297.3562012,
460.0083313,133.7268372,460.0440674,76.56928253,460.0788879,63.62665558,460.1148987,342.5311279,460.2632141,141.2219238,460.2275696,85.32095337,460.1920471,62.90256882,460.1567383,358.4966125,460.3047791,116.4400177,460.3397827,84.30736542,460.3759155,58.14227676,460.4117432,295.021698,
461.0083313,133.7410583,461.04422,77.50468445,461.079071,63.18732452,461.1150513,344.8092041,461.2647705,141.1881256,461.2289124,84.84914398,461.1929626,63.00411224,461.1568909,360.4866638,461.3052368,115.9532166,461.3410339,83.12646484,461.3765564,57.20818329,461.4127502,295.3511047,
462.0083313,134.2372131,462.0448914,76.94905853,462.0809937,63.35589218,462.1167297,342.2391052,462.2650452,140.7353058,462.2283936,85.58045959,462.1929016,62.616745,462.1567383,361.0382385,462.3056946,115.2575684,462.3407288,83.90871429,462.3769226,58.44976044,462.413208,296.379364,
463.0083313,133.6303711,463.0442505,77.66644287,463.0795593,63.31510162,463.1141968,343.8128662,463.2623901,140.2941284,463.2262878,85.35746002,463.1902466,62.64468384,463.1538696,360.6760559,463.3037415,115.8082581,463.3400574,83.43757629,463.375885,58.20333099,463.4110413,293.4007874,
464.0083313,134.2812805,464.043457,76.80522919,464.0792542,64.97301483,464.1148682,342.6051636,464.2607117,140.3786316,464.2254028,85.37425995,464.1902466,62.7608223,464.1552124,357.2955627,464.3000183,115.1042786,464.3357239,84.44657898,464.3720703,57.62828445,464.4075623,296.3863525,
465.0083313,135.2936554,465.0437317,76.8600769,465.0800476,63.16839218,465.1157227,344.4536438,465.2625732,140.5622711,465.2266541,85.35387421,465.1909485,62.77762985,465.1558533,358.7426147,465.302063,116.2837219,465.3375549,83.26200867,465.3725586,58.10828781,465.4093933,296.646759,
466.0083313,134.3072662,466.0447693,76.32726288,466.0810547,63.77847672,466.1164856,346.1357117,466.2653503,140.6438751,466.2289734,84.92040253,466.1932373,62.82860947,466.1578674,362.0322266,466.304718,114.7155838,466.3403015,83.50949097,466.3743896,57.19868851,466.4108582,294.3291931,
467.0083313,133.9628296,467.0427551,76.85731506,467.0783997,62.75468445,467.1147156,341.6272888,467.2617798,141.4108734,467.2273865,84.50093079,467.1920776,61.95666885,467.1553955,357.995575,467.3022156,115.7805786,467.3378296,83.00644684,467.3737183,57.6684227,467.4077148,294.2659912,
468.0083313,133.1535034,468.0445251,77.42677307,468.0810547,63.84250641,468.1177063,342.4542847,468.2620544,140.5164948,468.2270508,84.26316071,468.1929016,62.18885803,468.1567383,358.3240356,468.3014526,115.6931,468.3375549,82.97574615,468.3730469,59.09440613,468.4085999,295.3402405,
469.0083313,133.8363647,469.0440369,77.40972137,469.0799561,63.84940338,469.1158752,346.7912903,469.2626953,140.5808868,469.2272034,84.7091217,469.1911316,62.60845947,469.1554565,357.5363464,469.3027039,115.0646057,469.3388672,84.22154236,469.3743896,57.92951584,469.4095459,297.0570679,
470.0083313,134.1144409,470.0442505,77.09098053,470.0794067,64.46208191,470.1157227,343.8928528,470.2640381,140.7826385,470.2282104,84.43417358,470.1925964,62.14572144,470.157074,359.2255859,470.3033752,115.3954239,470.3390808,83.90371704,470.3743286,57.8007431,470.4099731,293.382843,
471.0083313,134.8722382,471.045105,76.29964447,471.0812073,63.33480072,471.1170044,342.9978638,471.2651978,141.917099,471.2289734,84.82436371,471.1930237,63.08560944,471.1578674,360.2504883,471.304718,114.7696609,471.3410339,83.37635803,471.3774109,57.92085266,471.4137268,295.980896,
472.0083313,135.1776123,472.0435486,77.47415924,472.0795593,64.0187912,472.1142578,342.350708,472.2612,140.3829346,472.2258911,85.45105743,472.1898193,62.54224396,472.1541443,355.953064,472.3022156,115.514679,472.337738,84.5533371,472.3719177,58.06656647,472.4090576,296.2895813,
473.0083313,133.6678619,473.0448914,77.84451294,473.080719,63.15618896,473.1170044,342.2686768,473.2665405,139.5913391,473.2303772,84.5619278,473.1940308,62.39417648,473.1584778,358.8866272,473.3061218,114.6158752,473.3418884,83.34122467,473.3777466,57.50593185,473.4130859,294.5605774,
474.0083313,134.313446,474.04422,77.20835114,474.0794373,64.75527954,474.1145935,341.5170593,474.2630615,139.592804,474.2272034,84.95373535,474.1917419,62.6780777,474.15625,356.2077026,474.3027954,115.466423,474.3386536,83.83547974,474.3750305,57.66705704,474.4103699,296.9868164,
475.0083313,133.0262909,475.0430603,77.58987427,475.0797424,64.85940552,475.1153564,341.1130371,475.264801,139.5254364,475.2286987,84.83302307,475.1923828,62.77638626,475.1563721,356.187439,475.3060608,114.7085266,475.3413696,84.28683472,475.3771057,58.46636581,475.4135437,293.4107056,
476.0083313,132.7964172,476.0432434,76.75719452,476.0797119,63.88982391,476.1152954,342.1595459,476.2645569,139.8773651,476.2293701,85.32579803,476.1928101,62.24794006,476.1567078,357.0570679,476.3072205,115.5282364,476.3422241,83.98493195,476.3772278,58.53053284,476.4137268,296.3031311,
477.0083313,135.0680084,477.0435486,77.00577545,477.0790405,62.55082703,477.1152344,343.4227905,477.2640991,140.34198,477.227478,85.02462006,477.191864,63.38877869,477.157196,355.2275391,477.3052063,114.5757446,477.3405457,84.51534271,477.3766785,57.89757919,477.4125671,295.2867126,
478.0083313,134.393219,478.0442505,76.42445374,478.0805359,63.78319931,478.1165466,342.2442322,478.2655334,141.510498,478.2297058,84.68580627,478.1946716,63.35315704,478.1580811,358.3803406,478.3071594,116.2469559,478.3425903,83.20398712,478.3782349,57.54091263,478.4147034,298.9480591,
479.0083313,133.4287567,479.0448914,76.69232941,479.0804138,63.38027954,479.1153564,341.8265991,479.2632141,141.3215332,479.227417,84.2183609,479.1925354,62.37865829,479.1565857,360.2445374,479.3050537,116.0870132,479.3402405,83.54292297,479.3757019,58.13786316,479.411499,294.9099426,
480.0083313,132.9320831,480.0448914,77.03759003,480.0800476,63.14290237,480.1159058,346.7235107,480.2623596,138.859726,480.2268982,85.81690216,480.1913757,63.22774124,480.1555786,358.8294373,480.3040771,114.1164169,480.3390503,84.72528076,480.3746948,57.35653305,480.4096375,292.8800659,
481.0083313,133.1748352,481.043335,76.50740814,481.0795593,63.734272,481.1157227,341.5444336,481.2633972,140.2875977,481.2267761,85.79302216,481.1914063,62.68963242,481.1553955,356.9207153,481.3045654,113.2489853,481.3397217,83.36022949,481.3748779,57.63184738,481.4111938,295.3170776,
482.0083313,132.92836,482.0452271,76.85868073,482.0805359,64.19406128,482.1163635,342.3110657,482.2633667,138.9736633,482.227417,84.4010849,482.1918945,61.74648666,482.1554565,355.9661255,482.3037415,113.8336563,482.3398743,83.53057861,482.3749695,57.94624329,482.411499,296.5749817,
483.0083313,135.2291107,483.0442505,77.44146729,483.0802002,63.52338791,483.1162415,340.1795044,483.2650452,140.5891266,483.2295532,85.17744446,483.1942139,62.89768219,483.1584778,359.4642944,483.3063049,114.2603989,483.3425598,83.22972107,483.3777161,58.12162781,483.4136353,293.6444092,
484.0083313,133.2896423,484.04422,77.1969986,484.0795593,64.41595459,484.1158752,341.4727478,484.2637329,139.6459961,484.2286072,85.41142273,484.1925659,62.85031891,484.15625,357.7984619,484.3033752,114.1994095,484.339325,84.53287506,484.3755493,58.03858948,484.4110718,292.9874878,
485.0083313,133.3022919,485.0439758,76.73316956,485.0802917,62.91805267,485.1162415,345.4749451,485.2630615,140.2647552,485.2272034,84.36981201,485.1913757,62.56399155,485.1557007,354.6219788,485.3033142,115.9810257,485.3392029,84.27727509,485.3748779,57.88621902,485.4103699,297.1767578,
486.0083313,134.492218,486.0441284,77.34731293,486.0797119,64.01589203,486.1162415,344.0139771,486.2650452,141.9269867,486.2293091,84.77849579,486.1929016,62.62363434,486.1576538,358.9104004,486.3043518,114.8976364,486.3407288,84.10070801,486.3745728,57.87268066,486.4107971,297.2545776,
487.0083313,133.7769012,487.0443726,76.84008026,487.0799866,63.49025726,487.1158752,343.8157043,487.2628784,141.1374664,487.2272034,84.61732483,487.1907349,62.58662796,487.1555786,356.3273621,487.3019104,114.5736008,487.3370972,84.21193695,487.3730469,57.8197403,487.4087524,295.7792053,
488.0083313,133.343338,488.0437317,76.04670715,488.0788879,64.24610138,488.1150513,344.365387,488.2617188,140.5153198,488.2252197,84.69706726,488.1896362,63.73651886,488.1539001,356.1409302,488.3023987,114.5925446,488.3382874,82.9994812,488.3742371,58.04918289,488.4096985,294.3791504,
489.0083313,133.2441406,489.0450439,77.18753052,489.0809021,64.24343872,489.1162109,344.4980164,489.2633667,139.8695679,489.2273865,85.41941833,489.1920471,63.24818802,489.1555481,357.2582397,489.3033752,115.3170929,489.3392944,83.55784607,489.3745422,57.52123642,489.4097595,293.598999,
490.0083313,131.8846283,490.0436096,77.35132599,490.079071,63.89413071,490.1156006,341.8984985,490.2652283,140.5053101,490.2294006,85.07964325,490.1922302,63.20485306,490.1568909,357.5509949,490.3041992,114.6163712,490.3400574,83.05435944,490.3759155,57.5327301,490.4115906,291.6045532,
491.0083313,134.0435028,491.0436401,76.49577332,491.0792236,63.85446167,491.1141968,348.1481934,491.2617188,140.3548431,491.2258911,84.8012619,491.1896362,63.01446152,491.1539001,359.5075378,491.3022156,113.414032,491.3378906,83.11621094,491.3743896,58.35852051,491.4085693,295.3826904,
492.0083313,133.6226807,492.0437622,76.69322205,492.0789795,63.84287643,492.1152954,342.0952759,492.2617493,140.5011749,492.2254028,84.36258698,492.1902466,62.71142578,492.1544189,358.6657715,492.3021545,114.0882263,492.3365479,83.45368195,492.3731384,57.96260452,492.4088745,293.6242676,
493.0083313,132.8023682,493.0449219,76.21623993,493.0808411,63.72509003,493.1166992,341.0445557,493.2640381,141.2779846,493.2284851,84.5708313,493.1920471,62.26559067,493.156311,357.0948181,493.3055725,113.4826508,493.3408813,84.23413849,493.3764343,57.99036789,493.4129028,293.8473206,
494.0083313,134.0991669,494.0435791,77.39582062,494.0792847,63.21494293,494.115509,340.7712097,494.2637939,140.4776764,494.2285461,84.05249023,494.1928101,62.27788544,494.1560669,356.9792786,494.3027039,114.499527,494.3392639,84.49259949,494.3745422,57.47065735,494.40979,294.7933655,
495.0083313,133.566803,495.0440369,76.26598358,495.0802307,64.32434082,495.1165771,340.8632813,495.2652283,140.8854523,495.2296143,84.29161835,495.1938782,62.12145233,495.1582947,357.8210449,495.3071289,114.7433014,495.3408813,83.7910614,495.3764038,57.11338043,495.4129028,292.9797668,
496.0083313,131.8889313,496.0447083,76.33305359,496.0812073,64.09198761,496.1174622,342.4118652,496.2647095,140.0967102,496.2300415,85.44783783,496.1941528,62.20633698,496.1578674,354.0413818,496.305603,113.9120026,496.34198,84.82559204,496.3774109,57.3503952,496.4144897,296.2970276,
497.0083313,132.7315369,497.0444641,76.67948151,497.0795898,63.02510834,497.1153564,344.3912659,497.2634888,139.4529724,497.2272034,83.8690033,497.1908875,62.53699875,497.1553955,356.1366882,497.3022461,113.8007202,497.3387146,83.68447876,497.3742371,57.67307663,497.4099731,296.9020081,
498.0083313,132.1791534,498.0437622,76.28933716,498.0794067,63.80852127,498.114563,341.8265076,498.2632446,141.269577,498.2272644,84.43500519,498.1922302,62.93912125,498.1558838,355.6438599,498.3038635,113.7934341,498.3397522,84.02287292,498.375885,58.41874313,498.4118958,294.0202332,
499.0083313,132.8699493,499.0438843,77.42504883,499.079895,63.96525192,499.1159973,340.221405,499.2635498,140.8027039,499.2276917,84.9365921,499.1914673,62.96279144,499.1558533,354.8216553,499.3043518,114.383606,499.3408813,83.24095154,499.3769226,57.52335739,499.4125366,292.1390076,
500.0083313,133.2164307,500.0430908,76.83014679,500.0792542,64.26477814,500.1152039,342.4048767,500.2618713,140.1079559,500.2262878,83.97718048,500.1903687,63.03172684,500.1553955,355.8692627,500.3008118,112.8482666,500.336731,83.1472168,500.3713989,57.61882401,500.4078979,294.2581787,
501.0083313,133.1606293,501.0441284,77.30240631,501.0803833,63.73574448,501.1158752,340.1247864,501.2637329,140.9226685,501.2290344,85.88799286,501.1927185,62.14230347,501.1571655,355.690979,501.3032227,113.1689911,501.3385315,83.90268707,501.3736267,57.16497421,501.4095764,293.2457581,
502.0083313,133.5094604,502.0439148,77.15953827,502.0794983,62.94038773,502.1148071,341.3356628,502.2635803,139.8586273,502.2276917,85.39321899,502.1923828,62.61738205,502.1562195,357.0685425,502.3032227,113.692482,502.3392334,82.9411087,502.3749084,57.45248795,502.4111938,295.0847473,
503.0083313,134.1277771,503.0442505,77.36148834,503.079895,62.76936722,503.1160583,341.2184448,503.2617188,140.2527466,503.225708,85.88883972,503.1921692,62.4761467,503.1562805,356.7869568,503.3013916,112.8462677,503.3365479,82.56637573,503.3719177,58.09026718,503.4077148,295.0613708,
504.0083313,132.4033051,504.0444031,76.71469116,504.0809326,64.37115479,504.117157,339.9243164,504.262085,141.5630188,504.2263794,84.68249512,504.1903992,62.709198,504.1560974,357.3457031,504.3037109,114.7878418,504.339386,83.72510529,504.3746033,58.58171082,504.4111938,293.76828,
505.0083313,134.6225739,505.0437317,76.35703278,505.0797119,63.91454315,505.115509,340.1412354,505.2631531,141.0253906,505.227417,84.97052765,505.190979,62.05581284,505.1555786,356.2236633,505.3034363,114.7583313,505.3400574,82.95567322,505.3760376,57.88215637,505.4118958,295.020813,
506.0083313,132.7905731,506.0440369,76.59165192,506.079071,63.71879578,506.114563,340.4519653,506.2610474,140.0557709,506.225647,84.66271973,506.1894836,63.11177444,506.1543884,356.75354,506.2998657,114.0064468,506.3358154,82.84192657,506.3715515,58.04423904,506.407196,294.3225403,
507.0083313,134.6056366,507.0437317,76.60562897,507.0793762,63.99615097,507.1157532,343.0245972,507.2618713,140.1021881,507.2261353,84.62908173,507.1902161,62.50807571,507.1543579,358.4603577,507.3015442,113.7982101,507.3368835,83.38846588,507.3722839,58.19085312,507.4080505,294.5317688,
508.0083313,134.6242065,508.0435486,77.31169128,508.0787354,63.58163071,508.1150818,341.2027893,508.2617188,138.3940887,508.2254333,83.11413574,508.1895447,62.56087112,508.1535339,357.11203,508.3025513,114.6065216,508.3375854,82.31837463,508.3733826,57.25556183,508.4088745,292.7253113,
509.0083313,133.1541138,509.0438843,76.23124695,509.079895,63.62044144,509.1149597,342.182373,509.2628784,139.2275238,509.2269592,85.33569336,509.19104,62.46466446,509.1548157,356.3867798,509.3038635,114.3165588,509.3397217,83.90625763,509.3751831,57.68642426,509.4109802,294.2711487,
510.0083313,133.4074402,510.0435486,76.1085968,510.0789185,63.76674652,510.1155396,343.0023499,510.2652283,141.2243042,510.2293701,85.41698456,510.1929016,62.83296585,510.1565857,353.6123352,510.3050537,113.5154724,510.341217,83.01345062,510.3771362,57.40652084,510.4126892,293.8771362,
511.0083313,132.2598724,511.0447388,77.29631805,511.0802307,63.57478333,511.1162415,341.6298523,511.2650452,139.7029572,511.2293091,85.33043671,511.1933594,61.569561,511.1573181,355.2714539,511.3065796,114.3217545,511.3418884,82.96289825,511.3778992,57.2616272,511.413208,294.5830078,
512.0083618,133.8045349,512.0446777,76.88634491,512.0802612,64.14614105,512.1168823,343.6582336,512.2655029,139.4898682,512.2293701,84.38271332,512.1940918,62.82894897,512.1582031,355.9593201,512.3067017,113.7657318,512.3415527,83.51670074,512.3776855,57.54439163,512.4143066,295.0352478,
513.0083618,134.2348328,513.0454102,76.79937744,513.079895,63.63198853,513.1160889,340.8840942,513.2648926,140.0928192,513.2293701,85.22840881,513.1936035,62.02337646,513.1575928,357.2902527,513.3043823,113.0941162,513.3405151,83.26152802,513.3754272,58.92961121,513.4111328,295.6307373,
514.0083618,132.6803436,514.0444946,77.13716125,514.079895,63.18018723,514.1162109,342.2059937,514.2653809,141.4883118,514.2297363,85.22554779,514.1932373,62.85508728,514.1567993,358.8901367,514.3052368,113.2855072,514.3406982,83.69050598,514.3771973,57.46251678,514.4129028,292.6506348,
515.0083618,134.0570984,515.0435791,77.17784882,515.0792236,63.70304489,515.1154175,345.6115112,515.2650146,138.7468109,515.2283936,83.77726746,515.1924438,62.45016861,515.1561279,353.7089844,515.3050537,113.0679474,515.3409424,83.4260788,515.3761597,57.35163879,515.4118652,292.1455078,
516.0083618,134.1615448,516.0447388,76.71944427,516.079895,64.39872742,516.114563,342.8490601,516.2629395,139.8335419,516.227356,85.07701111,516.1917725,62.05186844,516.1557007,352.7192078,516.3039551,112.9967804,516.3391724,83.97769165,516.3755493,57.22323608,516.411377,293.7025146,
517.0083618,134.7565002,517.0441895,76.76069641,517.0793457,63.79868698,517.1151733,341.7992249,517.2619019,141.0737762,517.2258911,84.36022186,517.1901245,62.53062057,517.1543579,358.1819763,517.3015137,113.9792404,517.3370361,83.42128754,517.3739014,57.22334671,517.4100342,296.5866699,
518.0083618,131.5446625,518.0440674,76.35778809,518.079895,63.09979248,518.116272,339.3575439,518.2648926,139.0033722,518.2282104,85.45775604,518.1931763,62.70809555,518.1567383,355.2012939,518.3046265,112.5590439,518.3405762,84.96694183,518.3762207,57.65553284,518.4119263,294.3044128,
519.0083618,133.8219299,519.0444946,77.15392303,519.0797119,63.22579956,519.1162109,342.1170654,519.2635498,139.2826233,519.2277222,83.10951233,519.1921997,62.69352722,519.1567383,357.0657043,519.3032227,114.2688141,519.338562,84.36618042,519.375061,57.39620209,519.4110718,292.2833862,
520.0083618,134.0518494,520.043335,76.68898773,520.0797119,63.39842987,520.1153564,343.9361877,520.2637329,140.3261566,520.2285767,85.16460419,520.1918945,62.15979385,520.1569214,353.8880615,520.3062134,111.7641754,520.3418579,83.4852829,520.3777466,56.88211441,520.4144287,292.1211548,
521.0083618,132.8001099,521.0431519,75.62294006,521.0793457,63.87160873,521.1140747,341.6561279,521.2625732,138.5173035,521.2272339,84.76863861,521.1917725,61.56607437,521.1555786,356.4724731,521.3028564,113.1068344,521.338623,82.7312088,521.3743896,57.48442078,521.4107056,288.8744812,
522.0083618,131.8506012,522.0443726,76.54969788,522.0797119,63.31046677,522.1160278,339.9339294,522.2647095,140.4936523,522.2287598,84.55632019,522.1924438,62.48966599,522.1565552,355.2150879,522.303772,113.717186,522.34021,84.33631897,522.3756714,56.9519043,522.4115601,296.6959229,
523.0083618,134.2682648,523.0435181,76.51101685,523.0799561,64.0683136,523.1150513,343.3135681,523.2628174,139.1891022,523.2259521,84.65357971,523.1903687,61.81505585,523.1542358,357.5602722,523.3031006,114.3746033,523.3387451,84.25610352,523.3753662,57.5868454,523.4110107,290.8732605,
524.0083618,132.4154358,524.0435791,77.83825684,524.0802612,63.36388016,524.1160278,341.3223877,524.2639771,139.5460663,524.2279053,84.25431061,524.1916504,62.509655,524.1565552,357.1755676,524.3041992,114.1820221,524.3397827,83.52688599,524.3754883,57.42603683,524.411377,292.3314514,
525.0083618,132.2802429,525.0449829,76.26514435,525.0814209,64.35958099,525.1177368,340.6097107,525.2632446,139.2392578,525.2279053,84.04306793,525.1921997,62.46546936,525.1563721,354.9485779,525.3033447,114.350235,525.3376465,83.24105072,525.3738403,57.38737869,525.4088135,293.1424866,
526.0083618,133.52005,526.043335,75.54605865,526.0793457,64.06864166,526.1150513,341.2322998,526.2619019,139.6882935,526.2261353,83.70184326,526.1903687,62.77155304,526.1543579,357.6685486,526.3021851,114.0842743,526.3357544,84.31832123,526.3713989,56.82686996,526.4080811,295.7095947,
527.0083618,133.8306885,527.0436401,75.57702637,527.0794067,63.51787567,527.1157227,340.318573,527.2631226,139.2816925,527.2276001,84.44115448,527.1917725,62.49488831,527.1565552,355.1709595,527.3048706,112.4189758,527.3405762,82.80202484,527.3768921,56.85909653,527.4123535,294.3768005,
528.0083618,133.552536,528.0443726,77.26695251,528.079895,63.42805862,528.1155396,343.4251709,528.2637329,138.6763763,528.2277222,85.05778503,528.1921387,62.61289978,528.1567993,357.6839294,528.3034058,113.5869293,528.3383179,83.42886353,528.3735962,57.79274368,528.4100342,291.7575989,
529.0083618,132.9272461,529.0440063,76.74406433,529.0796509,62.42046738,529.1154785,341.0650024,529.2644043,140.7294617,529.2288818,84.62879181,529.1931763,62.72716904,529.1569824,352.3503418,529.3042603,114.0456696,529.3397217,83.30015564,529.3762207,57.14945221,529.4127808,293.1740112,
530.0083618,132.7416382,530.0437012,76.65096283,530.0795898,62.98328781,530.1152344,339.6704712,530.2628784,139.5191345,530.2265015,85.16394043,530.1905518,62.3202858,530.1549072,355.153656,530.3022461,113.4966049,530.3373413,84.05555725,530.3742065,57.49441528,530.4100342,291.3044739,
531.0083618,133.8141785,531.0441895,76.00518799,531.0802002,63.23132706,531.116272,340.8135071,531.2653809,139.1251831,531.2297363,84.16146088,531.1933594,62.19785309,531.1575317,353.5880432,531.3040161,113.6902008,531.3400879,84.35577393,531.3762207,57.95347214,531.4117432,293.5178833,
532.0083618,133.0910492,532.0443726,76.32322693,532.0812378,63.54348373,532.116394,340.4010925,532.265625,139.830246,532.2298584,84.6364975,532.1942139,62.09324265,532.1581421,355.492981,532.3054199,113.8410034,532.3404541,83.18848419,532.3765259,57.48436356,532.4118652,292.6656494,
533.0083618,131.6626282,533.043335,76.85295105,533.0789795,63.68063354,533.1150513,343.5144043,533.2608032,139.6329956,533.2250366,84.80285645,533.189209,61.65401077,533.1539917,357.1218262,533.3021851,113.830864,533.338562,82.74758148,533.3746948,57.03268433,533.4108887,293.1134949,
534.0083618,132.541153,534.0445557,76.07097626,534.0808716,63.38981628,534.1154175,340.0254517,534.2651978,139.2284241,534.2295532,84.39389801,534.1932983,62.71371078,534.1574097,353.5811768,534.3057251,112.911087,534.3412476,84.74068451,534.3766479,58.18756485,534.4125366,291.8629456,
535.0083618,133.4072418,535.0438843,76.86138916,535.0800781,63.3030014,535.1157227,340.8234558,535.2620239,139.243927,535.2258911,83.79168701,535.1908569,62.47840881,535.1552124,356.5371399,535.3016968,113.5452576,535.3382568,84.25481415,535.3736572,57.3638382,535.4100342,293.5052185,
536.0083618,132.0872498,536.0443726,76.13851166,536.0803223,63.98202515,536.116272,340.3445435,536.2628174,138.8938751,536.227356,84.53185272,536.1920166,61.42449188,536.1558228,355.6742554,536.3027344,113.1583405,536.3387451,83.38664246,536.3738403,58.29096222,536.4102173,292.637207,
537.0083618,133.3195343,537.0431519,76.08322906,537.0785522,63.10407257,537.114563,342.1777344,537.2597046,138.7590485,537.2238159,85.87100983,537.1896362,62.35348129,537.1540527,354.307373,537.2984009,113.5815353,537.3343506,83.79281616,537.3696899,57.94407654,537.4057007,291.3595581,
538.0083618,133.469162,538.0444946,77.12871552,538.0806274,64.15965271,538.1165161,340.0543823,538.2655029,139.7472229,538.2295532,84.30201721,538.1940308,61.7335968,538.1585693,355.2860107,538.305481,113.8289871,538.3408813,83.7596817,538.3768921,57.52334213,538.4122925,292.7814331,
539.0083618,132.7411652,539.0429688,75.07191467,539.0790405,63.55635834,539.1143799,338.4183655,539.2615356,139.5462341,539.2264404,84.71832275,539.1904907,61.95370102,539.1548462,354.265625,539.3010254,112.8641891,539.3366089,82.8203125,539.3707275,58.35873795,539.4070435,290.9867859,
540.0083618,133.3302612,540.043335,76.78022003,540.0793457,64.56671143,540.1165161,339.9920654,540.2660522,138.6601715,540.2300415,84.29853821,540.1937866,61.94853973,540.15802,354.4384155,540.3068237,113.0624847,540.3427124,83.0267334,540.3776245,57.24975204,540.4136353,292.3273621,
541.0083618,132.4306793,541.0443726,76.55908966,541.0807495,63.25168991,541.1160278,340.4943237,541.2649536,138.5732422,541.2282104,84.09527588,541.1920166,62.57171249,541.1560669,354.6403198,541.3050537,113.0965347,541.3412476,82.96743774,541.3762207,57.32063675,541.4126587,293.5339355,
542.0083618,132.4906311,542.0441284,76.31385803,542.0803833,64.49647522,542.1151733,339.4032288,542.2625732,139.1508026,542.2266846,84.37366486,542.1903687,62.48937225,542.1543579,351.8668823,542.3041382,112.6413803,542.3396606,83.43013,542.3751221,57.21723175,542.4112549,293.745697,
543.0083618,132.2836151,543.0445557,76.46008301,543.0802002,64.15695953,543.1160278,340.9667664,543.262146,140.6136932,543.2268677,83.54000854,543.1907349,62.30016327,543.1557007,353.6732178,543.3034668,112.6114731,543.3383789,83.92676544,543.3745728,57.40623856,543.4100952,292.7466431,
