Sample E1,,Sample E2,,Sample E3,,Sample F1,,Sample F2,,Sample F3,,Sample G1,,Sample G2,,Sample G3,,Sample H1,,Sample H2,,Sample H3,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
90.0008316,30.46707535,90.02133179,10.95776463,90.04258728,262.5041504,90.10864258,34.34181976,90.08824921,12.39961815,90.06697845,257.4407043,90.13548279,33.42637253,90.15598297,9.409864426,90.17716217,233.0536957,90.24430847,171.4272308,90.22389221,12.93298912,90.20289612,233.7183533,

Sample E1,
Sample E1
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample E2,
Sample E2
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample E3,
Sample E3
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample F1,
Sample F1
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample F2,
Sample F2
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample F3,
Sample F3
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample G1,
Sample G1
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample G2,
Sample G2
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample G3,
Sample G3
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample H1,
Sample H1
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 08-Mar-24 12:27:00 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 08-Mar-24 12:36:29 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 08-Mar-24 12:36:29 PM, Old: 600.00, New: 517.00
Ex. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 08-Mar-24 12:36:29 PM, Old:5, New:10
Cycle Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 08-Mar-24 12:36:29 PM, Old: 1.0000, New:90.0000
Wellplate Samples Changed: 08-Mar-24 12:36:29 PM, Old:, New:E1;E2;E3;F1;F2;F3;G1;G2;G3;H1;H2;H3;
PMT Volts Changed: 08-Mar-24 12:47:41 PM, Old:600, New:800
Emission PMT (V): Changed: 08-Mar-24 12:47:41 PM, Old: 600, New: 800
PMT Volts Changed: 08-Mar-24 12:48:30 PM, Old:800, New:600
Emission PMT (V): Changed: 08-Mar-24 12:48:30 PM, Old: 800, New: 600
PMT Volts Changed: 08-Mar-24 12:49:48 PM, Old:600, New:700
Emission PMT (V): Changed: 08-Mar-24 12:49:48 PM, Old: 600, New: 700
End Method Modifications

Sample H2,
Sample H2
Collection Time: 08-Mar-24 12:50:00 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Fri 08 Mar 12:50:00 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 08-Mar-24 12:26:58 PM
Method Modifications:
