Sample A10,,Sample A11,,Sample A12,,Sample B10,,Sample B11,,Sample B12,,Sample C10,,Sample C11,,Sample C12,,Sample D10,,Sample D11,,Sample D12,,Sample E10,,Sample E11,,Sample E12,,Sample F10,,Sample F11,,Sample F12,,Sample G10,,Sample G11,,Sample G12,,Sample H10,,Sample H11,,Sample H12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
89.0008316,52.93737411,89.02131653,11.31940365,89.04239655,270.908905,89.11003876,56.22592926,89.08891296,8.927853584,89.06706238,289.7242737,89.13455963,53.65058899,89.15558624,9.039032936,89.17662811,288.6619263,89.24506378,106.5254059,89.22439575,8.929760933,89.20304108,275.0568542,89.26914978,57.58768463,89.29108429,8.878806114,89.31157684,273.9404602,89.37987518,57.71825409,89.35921478,8.726928711,89.33821106,274.9338989,89.4043808,54.29681015,89.42556,8.349582672,89.44673157,265.4707031,89.51295471,112.7275543,89.49214935,8.956029892,89.47154236,261.5035706,
90.0008316,51.26388168,90.02172852,10.65515614,90.0424118,267.3178711,90.11172485,52.68055725,90.09054565,10.22135448,90.0694809,291.0852356,90.13591003,52.2543335,90.15695953,9.495009422,90.17829132,291.0500488,90.24497986,104.5694656,90.22370911,9.268950462,90.20287323,273.1409912,90.26937866,56.02635956,90.28972626,9.060364723,90.31037903,267.4488525,90.37822723,55.82101822,90.35758209,8.956582069,90.33656311,283.4141235,90.40454102,55.64249802,90.42573547,8.389673233,90.44589996,263.0683289,90.51406097,109.9456711,90.49370575,9.143667221,90.47273254,267.6927185,

Sample A10,
Sample A10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample A11,
Sample A11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample A12,
Sample A12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample B10,
Sample B10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample B11,
Sample B11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample B12,
Sample B12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample C10,
Sample C10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample C11,
Sample C11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample C12,
Sample C12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample D10,
Sample D10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample D11,
Sample D11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample D12,
Sample D12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
