Sample A1_Ex465_Em530,,Sample A1_Ex465_Em590,,Sample A2_Ex465_Em530,,Sample A2_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
88.0083313,41.78489304,88.02722931,198.2349243,88.06312561,58.09653473,88.08203888,134.0258789,
88.5083313,42.2959671,88.52722931,195.5278473,88.56424713,58.14715958,88.58316803,133.3694,
89.0083313,41.98804855,89.02722931,194.8886871,89.06291199,58.4151535,89.08183289,133.8717957,
89.5083313,42.08171844,89.52722931,196.062149,89.56358337,57.66588974,89.58250427,132.9840851,
90.0083313,41.87413406,90.02722931,195.400238,90.06141663,57.89756393,90.0803299,134.2845764,
90.5083313,42.1948204,90.52722931,198.0658875,90.56324768,57.7947464,90.58216858,133.7914734,
91.0083313,42.22620773,91.02722931,196.5228119,91.06349945,57.75600433,91.08239746,133.868576,
91.5083313,42.22013855,91.52722931,194.7333984,91.56324768,57.91837311,91.58216858,134.57341,
92.0083313,41.97309113,92.02722931,196.232605,92.06342316,57.87906647,92.0823288,135.5830078,
92.5083313,42.31434631,92.52722931,196.6947174,92.56362152,58.17476273,92.58254242,133.4044647,
