Sample E1_Ex465_Em530,,Sample E1_Ex465_Em590,,Sample E2_Ex465_Em530,,Sample E2_Ex465_Em590,,Sample E3_Ex465_Em530,,Sample E3_Ex465_Em590,,Sample E4_Ex465_Em530,,Sample E4_Ex465_Em590,,Sample E5_Ex465_Em530,,Sample E5_Ex465_Em590,,Sample E6_Ex465_Em530,,Sample E6_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
179.0007935,44.14470673,179.0047302,151.4738312,179.0247192,46.34684753,179.0286407,156.2921295,179.0500793,42.98176193,179.0540009,146.3142242,179.075592,47.91996002,179.0794983,164.662796,179.100235,41.73096085,179.1041565,146.2322845,179.1256866,44.02487564,179.1296082,149.2137299,
180.0007935,44.95459747,180.0046844,151.4173737,180.0263519,42.63667679,180.0302734,159.7073364,180.0525208,41.14884567,180.0564423,144.8334808,180.0780334,48.72374725,180.0819397,165.394455,180.1035767,43.10523224,180.1074982,144.4580078,180.1293335,43.67175293,180.133255,149.8345947,
181.0007935,44.79442978,181.0046844,152.2778473,181.0256805,46.06929016,181.0296021,157.5433807,181.0502014,43.63733292,181.0541077,147.2712402,181.0761871,48.71203613,181.0801086,162.8472748,181.1015625,43.16756439,181.105484,145.7665558,181.1253204,44.32442093,181.1292419,150.772934,
182.0007935,45.72820282,182.0046844,153.5591736,182.0251923,43.34884644,182.0290985,158.0184784,182.0510254,42.07156372,182.0549316,148.0924377,182.076355,47.64053726,182.080307,163.9051819,182.1016998,43.69648361,182.1056061,144.9878998,182.127182,43.95288467,182.1311035,149.13414,
183.0007935,45.1668663,183.0046844,151.6416168,183.0261841,46.08917999,183.0301056,152.5502014,183.0510559,41.61906433,183.0549774,146.2911072,183.0759888,46.76612473,183.0799103,164.4208832,183.1020203,42.89476776,183.1059418,148.3820801,183.1268616,43.30624771,183.1307831,150.8169403,
184.0007935,45.00839615,184.0046844,151.0366821,184.0259857,45.48082733,184.0299225,158.1746216,184.0502472,42.52151108,184.0541687,145.6253815,184.0752258,49.32000351,184.0791473,165.9430542,184.1004181,41.82753372,184.1043243,147.6304169,184.1256866,45.03891754,184.1296082,150.5944977,
185.0007935,44.59526443,185.0046844,152.2401733,185.0259094,45.33214569,185.0298309,153.6364288,185.0513458,42.02326202,185.0552673,146.8497772,185.0757294,47.79228592,185.0796356,167.785141,185.1016998,42.44062805,185.1056061,143.5760193,185.1265717,44.30369949,185.1305084,151.4609985,
186.0007935,44.5447998,186.0046844,149.1959229,186.0251923,44.78894424,186.0290985,157.6289978,186.0509491,41.61964417,186.0548401,146.4295502,186.0757446,49.11550522,186.0796661,164.2330017,186.1004181,41.61255646,186.1043243,143.4026642,186.1256866,44.26160431,186.1296082,152.0385284,
187.0007935,43.97473145,187.0046844,149.8161163,187.0248566,44.81983566,187.0287781,157.4477234,187.0509186,42.93241882,187.0548401,143.3740082,187.0760193,47.60309601,187.0799255,164.1848297,187.1010284,42.62818909,187.1049347,141.9769592,187.1268616,42.93540955,187.1307831,150.6607513,
188.0007935,43.92923737,188.0046844,150.1782074,188.0262604,45.29789734,188.0301666,156.9490204,188.0514984,41.69724655,188.0554199,146.1579742,188.0748444,48.27853394,188.0787506,160.5977478,188.1001892,44.28527451,188.1040955,146.0593414,188.1262665,43.7276268,188.1301575,149.8633575,
189.0007935,45.57193756,189.0046844,152.5229645,189.0265198,43.43880844,189.0304413,155.0470581,189.0521851,41.65319824,189.0561066,145.3483582,189.0786896,48.26106262,189.0825958,163.3239136,189.1028442,43.17458344,189.1067657,145.3544769,189.127182,45.00014877,189.1311035,152.3657532,
190.0007935,43.63188553,190.0046844,150.4732819,190.0250854,47.01386642,190.029007,155.5610199,190.0511932,42.90379333,190.0551147,144.6151276,190.0773926,48.44790649,190.0813141,162.4989166,190.1021881,44.13230896,190.1061096,145.29216,190.1276093,44.05539703,190.1315002,150.5059204,
191.0007935,44.3005867,191.0047455,148.9838257,191.0263367,44.91306305,191.0302582,158.7996674,191.0517578,42.47993469,191.0556641,146.7654724,191.076355,48.98670578,191.0802765,170.4012299,191.101181,42.09389496,191.1051178,143.7035828,191.1265106,43.15341949,191.1304779,149.6106567,
192.0007935,44.04841232,192.0046844,151.098877,192.0257721,45.47278976,192.0296783,156.2619934,192.0511932,43.48396301,192.0551147,146.0883484,192.0760956,47.46210861,192.0800018,164.0139313,192.1010284,42.31471252,192.1049347,142.8898621,192.1260223,42.52313995,192.1299286,150.9247131,
193.0007935,45.80530548,193.0046844,148.4945374,193.0262604,44.64020538,193.0301666,154.7342377,193.0510254,44.32651901,193.0549316,149.1175537,193.077179,47.38636398,193.0811005,166.3234253,193.1018524,42.68624878,193.1057739,147.9781036,193.1273651,43.18584061,193.1312714,152.4442902,
194.0007935,44.61520767,194.0047455,149.1066589,194.0263519,46.87545013,194.030304,153.8047028,194.0523529,41.14853668,194.0562592,147.7257233,194.0765839,45.80284119,194.0805054,164.1937714,194.1015167,42.57509232,194.1054382,143.8528442,194.125824,43.60593033,194.1297455,149.0348969,
195.0007935,44.54773712,195.0047302,150.8104858,195.0257721,44.65306091,195.0296783,154.7011871,195.051178,41.9924202,195.0550842,142.9226227,195.0768585,47.42191696,195.08078,167.1691284,195.1021881,43.01800156,195.1061096,145.3734589,195.1275177,43.62914658,195.1314392,151.6096497,
196.0007935,44.42622375,196.0046844,149.6092072,196.025528,45.2741394,196.0294495,158.7275696,196.0508423,41.86118317,196.0547638,148.21492,196.0757294,47.04202652,196.0796356,163.4994965,196.1000671,43.63788605,196.1040039,144.3870087,196.1255798,43.73655701,196.1294861,152.1878815,
197.0007935,45.26868057,197.0047302,146.2175751,197.0258484,44.73589706,197.0297699,157.2489929,197.0525513,42.52031326,197.0564728,144.9947205,197.0765076,48.07769012,197.0804291,159.6177979,197.1024017,42.61349106,197.1063385,145.6564026,197.1277313,45.07898712,197.1316376,149.5598907,
198.0007935,44.37451935,198.0046844,148.0099487,198.0260315,44.36836624,198.0299377,157.7634735,198.0510254,43.79181671,198.0549622,145.9209137,198.0775909,48.36732483,198.0814972,163.5914154,198.1028442,41.88613129,198.1067657,146.2084351,198.1287231,44.68302917,198.1326447,150.4122925,
199.0007935,43.98648071,199.0047302,149.6067505,199.0270233,44.55766296,199.0309448,157.1586609,199.0518951,41.34983826,199.0558167,145.499527,199.0773621,47.11306381,199.0813141,164.1391754,199.1023865,41.6642189,199.106308,143.0833435,199.127182,43.46452332,199.1311035,149.3546295,
200.0007935,44.34188461,200.0046844,150.7568207,200.0260315,45.97130966,200.0299377,150.7917175,200.0498962,42.53643036,200.0538025,144.5979919,200.0750122,47.67806625,200.0789337,164.7150421,200.1005859,41.45913315,200.1044922,147.072998,200.1273651,42.45762253,200.1312714,151.2336731,
201.0007935,43.90616989,201.0046844,149.4211273,201.0252838,43.56448364,201.0291595,155.0852356,201.0511932,42.35112381,201.0551147,148.5423126,201.0765076,47.80079651,201.0804291,162.8034363,201.0996857,41.49386597,201.103653,143.7237396,201.1253204,44.90493774,201.1292419,153.2176971,
202.0007935,43.53746414,202.0047302,148.9237518,202.0260315,44.16222763,202.0299377,159.8496399,202.0515137,41.82213974,202.0554352,147.4646301,202.076355,48.93174362,202.0802765,165.2440948,202.1022339,43.62579346,202.1061554,145.9876709,202.1273651,43.73276901,202.1312714,150.6145782,
203.0007935,45.13568878,203.0047302,149.8339539,203.0270996,44.76038361,203.0310059,155.5429688,203.0526886,41.67839813,203.0566101,147.7312622,203.078186,47.77441788,203.0820923,161.4506073,203.1032562,42.87283325,203.1071625,144.4951324,203.1281891,44.47990799,203.1320953,151.4544983,
204.0007935,45.3483696,204.0047455,147.0653534,204.0270233,45.36930466,204.0309448,155.9702301,204.0525208,43.53424454,204.0564423,145.1391754,204.0766907,47.86779022,204.0805969,161.3501129,204.1025238,40.35209656,204.1064453,147.9968109,204.127182,43.26452637,204.1311035,148.0657806,
205.0007935,44.62778091,205.0046844,153.8805389,205.0261841,44.11973572,205.0301056,156.7283936,205.0515137,41.37154007,205.0554352,143.9702301,205.076767,48.68981171,205.080658,161.8363037,205.100235,42.65861893,205.1041565,146.859848,205.1255798,43.3106041,205.1294861,146.4192963,
206.0007935,42.72404099,206.0046844,151.590332,206.0252838,45.25099564,206.0291595,153.3979187,206.0506897,42.26510239,206.0546112,147.6288147,206.0760193,47.20975494,206.0799255,163.8272858,206.1012421,43.87584305,206.1051483,143.3582916,206.127182,43.77681732,206.1311035,150.4228973,
207.0007935,44.15151978,207.0046844,149.9165039,207.0266876,45.57552338,207.0305939,155.4720154,207.0515747,42.30590439,207.0554962,146.3900604,207.076416,48.44200134,207.0803375,162.7987823,207.1013489,42.51922607,207.1052704,146.0370178,207.1264191,43.9895401,207.1303406,150.6529388,
208.0007935,43.9828186,208.0046844,147.2281799,208.0263519,45.19613647,208.0302734,154.3491669,208.0505219,42.34653854,208.0544434,145.9969025,208.0761871,47.34357452,208.0801086,163.2768402,208.099762,42.88540268,208.1036682,143.5684662,208.1253204,43.10795212,208.1292419,150.2454834,
209.0007935,44.48493958,209.0046844,149.8837128,209.0248566,46.2786026,209.0287781,155.2624664,209.0510559,41.95406723,209.0549774,146.9709473,209.0756683,47.17409134,209.0795898,159.5687866,209.1003876,41.73540878,209.1043091,143.0976257,209.1270142,43.38767242,209.1309357,151.1376953,
210.0007935,45.88604355,210.0046844,149.711731,210.0259857,44.83135223,210.0299225,151.5860138,210.0515594,41.56044769,210.055481,144.1082306,210.0770721,46.99645233,210.0809784,165.3312073,210.1021881,43.61824036,210.1061096,144.607193,210.1273346,44.03257751,210.1312561,151.5636444,
211.0007935,45.03708267,211.0046844,145.5117493,211.0254364,45.48213959,211.0293274,154.6859894,211.0505219,42.86155319,211.0544434,144.7973938,211.0753632,47.67512894,211.0792694,161.9191742,211.1005249,41.34750748,211.1044464,141.684021,211.1258392,43.14506912,211.129776,149.3714447,
212.0007935,45.0364151,212.0046844,147.6500702,212.0260315,45.18840027,212.0299377,158.6758575,212.0496674,43.27241135,212.0535736,144.9589233,212.0747223,47.08789825,212.0786438,161.6094208,212.1003571,42.78456879,212.1042633,144.473175,212.1258392,44.15740204,212.129776,151.3603821,
213.0007935,43.28774643,213.0046844,146.1994629,213.0256805,45.99012756,213.0296021,153.5823364,213.0506897,44.06665802,213.0546112,145.0586548,213.0763397,47.88322449,213.0802612,161.5947266,213.1018524,41.97802734,213.1057739,141.6142731,213.1273651,42.8992691,213.1312714,151.7576141,
214.0007935,43.27194977,214.0046844,148.008316,214.0235138,45.55062866,214.0274353,152.4252777,214.0491791,43.50579834,214.0531158,146.3148651,214.0745544,49.12766266,214.078476,163.1941681,214.0990906,43.06038284,214.1029968,145.2973785,214.1248474,43.51191711,214.1287689,150.8129425,
215.0007935,44.22405243,215.0046844,150.4653778,215.0248566,45.36112976,215.0287781,149.9878082,215.0506897,41.62538528,215.0546112,148.3661346,215.0751953,47.59195328,215.0791016,159.0811462,215.1012421,42.2456398,215.1051483,148.1195526,215.1248474,43.15143585,215.1287689,152.1704865,
216.0007935,44.42186737,216.0046844,148.5590668,216.0262604,45.87365723,216.0301666,151.7847443,216.0508423,41.14464188,216.0547638,145.8491821,216.0764008,46.46537781,216.080307,163.4416809,216.1015167,40.30430222,216.1054382,146.3379669,216.1269226,43.03695679,216.1308289,147.665802,
217.0007935,45.36061478,217.0046844,145.3425751,217.0258484,44.8519249,217.0297699,156.1773376,217.0518494,41.70909119,217.0557709,146.0995178,217.0765076,47.95988464,217.0804291,159.1835785,217.102356,41.75543213,217.1062622,146.328186,217.127594,43.73600388,217.1315002,150.2745056,
218.0007935,44.18684006,218.0047302,149.9826202,218.0257263,45.62327957,218.0296326,152.9161072,218.0511932,42.86587906,218.0551147,144.3366699,218.0760193,47.86246109,218.0799255,161.6657257,218.101181,42.61427689,218.1051178,144.2561951,218.1270905,42.46660995,218.131012,150.3695526,
219.0007935,44.54161835,219.0046844,148.1600494,219.0258484,45.55344772,219.0297699,155.286438,219.0516968,42.78343582,219.055603,143.8889923,219.0768433,48.40216827,219.0807495,164.874527,219.1020813,42.83758545,219.1060028,142.7422485,219.127182,43.59616852,219.1311035,151.7570953,
220.0007935,44.64640045,220.0046844,149.2073669,220.0258484,44.46606445,220.0298157,153.0623016,220.0506897,42.03151321,220.0546112,144.3171539,220.076355,46.97719574,220.0802765,162.2948914,220.1018524,42.66085434,220.1057739,143.2920685,220.1258392,42.64621735,220.129776,144.2971191,
221.0007935,45.48446274,221.0046844,148.0389557,221.0250092,45.23809814,221.0289459,155.0988464,221.050354,44.15488434,221.0542603,142.227005,221.0747681,47.2644577,221.0786591,160.6586609,221.0992737,42.63816833,221.1031799,144.5192719,221.1251984,44.94804001,221.1291046,151.1737976,
222.0007935,43.63941574,222.0046844,148.6749573,222.0248566,43.41003418,222.0287781,157.3718719,222.0496979,43.19760513,222.0536499,144.171402,222.0738678,46.54379654,222.077774,165.5646057,222.0992737,41.47698593,222.1031799,146.1808319,222.1250153,43.69961548,222.1289368,148.0245667,
223.0007935,43.64769363,223.0046844,147.9806366,223.025528,45.19536591,223.0294495,149.3854675,223.0504303,42.51038742,223.0543365,146.4281006,223.0750122,48.247509,223.0789642,160.2984619,223.1007538,42.34511185,223.1046753,142.8642883,223.1268616,43.0014534,223.1307831,148.8145905,
224.0007935,42.66637802,224.0046844,146.9458008,224.0258484,43.96566772,224.0297699,155.7544861,224.0516968,41.45755005,224.055603,141.8167877,224.0767212,48.35031509,224.0806427,163.2363892,224.1026001,43.47953796,224.1064911,144.0805511,224.1274414,43.76960754,224.1313324,149.9898834,
225.0007935,44.58985901,225.0046844,147.186676,225.0260315,44.95400238,225.0299377,152.5319672,225.0511932,42.92503738,225.0551147,145.8795319,225.0753632,46.74763489,225.0792694,165.009491,225.0998535,43.70066452,225.1038055,147.5891418,225.125351,43.60549927,225.1292572,148.8050385,
226.0007935,44.61414337,226.0046844,147.5788422,226.0257263,45.48371124,226.0296326,151.740509,226.0510254,42.82527924,226.0549316,146.5087891,226.0764313,47.48670197,226.0803375,164.2748566,226.1007385,41.40313721,226.1046448,144.8615112,226.1256866,45.02013016,226.1296082,149.2027435,
227.0007935,43.11471176,227.0046844,146.791214,227.0250092,45.31135941,227.0289459,156.0617065,227.0508423,42.13762665,227.0547638,146.5959778,227.076355,47.11709213,227.0802765,162.0471039,227.102356,42.60294342,227.1062622,141.026886,227.1270142,44.76114273,227.1309357,146.5410156,
228.0007935,45.06619263,228.0046844,149.6573792,228.025528,45.55682373,228.0294495,154.5559998,228.0514374,41.34057999,228.0553436,143.2067413,228.0773621,47.58871078,228.0812683,161.8145294,228.102356,41.71697235,228.1062622,144.3510895,228.1275177,44.48037338,228.1314392,150.8772278,
229.0007935,44.05991364,229.0046844,148.6857452,229.0256805,45.72132111,229.0296021,151.4577026,229.0516663,43.02484894,229.0555878,143.6933899,229.0767517,46.45763397,229.080658,159.4033813,229.1018524,41.35538101,229.1057739,143.5854034,229.1270142,44.37208176,229.1309357,151.9544525,
230.0007935,43.63950348,230.0047302,148.4212646,230.0241852,45.40856934,230.0281067,152.4972839,230.0493469,41.84384918,230.0532684,142.6315308,230.0752716,46.56539917,230.0791626,162.9743042,230.1010895,43.9272728,230.1049957,142.6045074,230.1258392,43.79489136,230.129776,147.7920074,
231.0007935,44.77959442,231.0046844,150.6725464,231.0261078,45.22415543,231.0299988,152.3200684,231.0515137,40.33382034,231.0554352,143.7882843,231.0770111,47.27677155,231.0809479,163.2017822,231.1015167,42.19068909,231.1054382,143.5888367,231.1255798,43.23309708,231.1294861,149.8692474,
232.0007935,43.0972023,232.0046844,150.0236359,232.0266876,46.19594574,232.0305939,153.3094635,232.0520172,41.3629837,232.0559387,143.3779144,232.0776825,47.45426178,232.081604,160.98526,232.1036987,41.99995422,232.107605,144.8787537,232.1287689,42.93049622,232.1326599,151.1279297,
233.0007935,42.96564484,233.0046844,148.5393524,233.0259857,44.33047104,233.0299225,154.9692688,233.0516968,42.34875488,233.055603,141.9329071,233.0773621,47.24040604,233.0812683,162.3962097,233.1026917,42.6235199,233.1066132,144.1266174,233.1280212,42.12103271,233.1319275,151.6707458,
234.0007935,44.74176025,234.0046844,149.1038818,234.0253296,45.73815155,234.0292511,150.6167297,234.050354,41.00800705,234.0542603,144.9473572,234.0759888,45.88601685,234.0799103,160.4837646,234.100235,43.37961197,234.1041565,146.2479706,234.1251984,43.45540619,234.1291046,150.8760681,
235.0007935,43.45062256,235.0046844,145.7837524,235.0261841,46.66479874,235.0301056,155.0526123,235.051178,43.11702347,235.0550842,142.6077576,235.076767,48.43267059,235.080658,161.2540283,235.102356,42.42276001,235.1062622,142.9722443,235.1258392,43.22694016,235.129776,147.0166168,
236.0007935,44.65365982,236.0046844,148.4147339,236.0268555,43.73351288,236.030777,153.1248169,236.0505981,41.99581909,236.0544891,140.6120758,236.0759125,47.76910782,236.079834,162.964325,236.1013489,43.33540726,236.1052704,144.4125671,236.126358,41.77600098,236.1302795,146.1409454,
237.0007935,43.52368164,237.0046844,150.9964142,237.0253601,44.0233078,237.0292664,151.4379883,237.0508423,42.69342422,237.0547638,141.4232178,237.0767212,46.89589691,237.0806427,158.8749695,237.1015625,42.37734604,237.105484,143.6634216,237.1278534,43.95162964,237.1317749,149.6251068,
238.0007935,44.60156631,238.0047302,147.5232391,238.0257416,45.03761292,238.0296783,152.7935486,238.0514221,38.88139343,238.0553436,146.0041809,238.0761871,47.47312164,238.0801086,161.1475983,238.1018372,42.1846962,238.1057434,144.3901215,238.1263275,42.88032913,238.1302643,150.1211853,
239.0007935,42.87793732,239.0046844,149.1172333,239.0258484,45.42220306,239.0297699,152.7144318,239.0510254,42.01284409,239.0549316,142.4228058,239.0765839,46.45549011,239.0805054,161.5077057,239.1010895,42.49539185,239.1049957,144.153595,239.1264343,44.72802353,239.1303406,146.4613037,
240.0007935,43.44150925,240.0046844,146.5635376,240.0261841,43.48480606,240.0301056,151.3436584,240.0508881,43.12829208,240.0548248,143.1925507,240.0770111,48.57189178,240.0809479,158.1027069,240.1015167,40.72266769,240.1054382,145.700058,240.126236,43.0316925,240.1301422,149.4291229,
241.0007935,44.8081398,241.0046844,146.046524,241.0268555,45.91469955,241.030777,152.5932159,241.0516968,43.20511627,241.055603,142.8312225,241.0768585,46.42354965,241.08078,159.2953644,241.1016998,42.80287933,241.1056061,140.6574097,241.127182,43.59330368,241.1311035,149.0255585,
242.0007935,43.85528564,242.0046844,148.7449493,242.025528,45.02228928,242.0294495,151.0032501,242.050354,42.40182495,242.0542603,143.7737579,242.0754395,47.66240311,242.0793304,161.5601807,242.1009064,43.04759216,242.1048279,142.4252472,242.1253967,43.97664642,242.1293182,147.344986,
243.0007935,42.96831894,243.0046844,145.524704,243.025528,45.04572296,243.0294495,153.9722137,243.0505829,42.06625366,243.0544891,141.1889496,243.0759125,47.92051697,243.079834,161.2176208,243.1015167,43.6676445,243.1054382,143.4797516,243.1266937,42.88537598,243.1306,147.6754913,
244.0007935,43.61973572,244.0046844,146.5205841,244.0259094,43.6721344,244.0298309,153.600769,244.0515137,41.15900803,244.0554352,145.8871002,244.0768585,46.51594925,244.08078,159.3481293,244.1021576,42.86489105,244.1060944,143.2860107,244.1268616,44.88604355,244.1307831,145.0912018,
245.0007935,43.6159935,245.0046844,148.3713531,245.025238,44.63037491,245.0291595,150.8401337,245.0498352,42.35753632,245.0537415,142.4581604,245.0753632,45.62982559,245.0792694,160.875061,245.1001892,41.92655563,245.1040955,144.1954803,245.1252441,42.1314621,245.1291656,149.4046173,
246.0007935,45.08328247,246.0046844,145.7600098,246.0256805,41.70083618,246.0296021,154.6468506,246.0510864,40.65159607,246.0549927,142.8422852,246.0765839,48.18026733,246.0805054,158.8357544,246.1018829,41.08578873,246.1058044,141.9162445,246.1272736,42.16175461,246.1311646,149.9886322,
247.0007935,42.98572922,247.0047455,146.1631775,247.0260315,43.87483215,247.0299377,150.6209259,247.051178,43.71239853,247.0550842,144.6031494,247.0768585,47.83133316,247.08078,159.8855133,247.1017303,42.11636734,247.1056519,143.7478027,247.1260223,43.30639267,247.1299286,150.2775421,
248.0007935,43.76581192,248.0046844,148.3712006,248.0249023,45.73906326,248.0288086,155.1275635,248.0498505,41.69875336,248.053772,141.6045227,248.0749969,45.0025177,248.0789185,158.6139679,248.0988617,42.8483963,248.1027679,141.3186493,248.1238556,44.78242493,248.1277618,145.3730469,
249.0007935,45.62249374,249.0047455,145.8399353,249.0270233,43.80618668,249.0309448,154.4201965,249.0531921,43.03875351,249.0570984,143.7431183,249.0779266,46.34365082,249.0818329,157.5865479,249.1033478,42.94591904,249.1072693,144.2168579,249.1292419,42.76702499,249.1331635,149.239502,
250.0007935,43.17934418,250.0046692,146.4364166,250.0250092,45.00876999,250.0289459,146.4408417,250.0508881,41.95849991,250.0548248,141.9511719,250.0760956,47.02799225,250.0800018,155.5462341,250.1013489,40.6459465,250.1052704,145.2248077,250.1261902,42.83467102,250.1301117,146.7483215,
251.0007935,44.08776855,251.0046844,147.9492493,251.0253601,43.36315536,251.0292664,153.6593323,251.0515747,41.14744186,251.0554962,146.0631866,251.077179,47.97180176,251.0811005,156.3809662,251.1021881,40.83321762,251.1061096,140.4020233,251.1273346,43.74958801,251.1312561,145.1681976,
252.0007935,43.41553116,252.0046844,144.6093292,252.026413,45.16110229,252.0303345,151.7292633,252.0506897,42.39502335,252.0546112,140.6236115,252.0752716,48.26732635,252.0791626,157.7596741,252.1007538,40.76802826,252.1046753,143.308197,252.1261749,43.86420822,252.1300812,149.6408539,
253.0007935,43.057827,253.0046844,148.8871613,253.0251923,44.49720764,253.0290985,148.857254,253.0505219,42.33178711,253.0544434,141.2527618,253.0762482,47.34267426,253.0801544,161.7602234,253.1008301,42.46704865,253.1047516,138.565918,253.1265717,42.17478943,253.1305084,145.6624603,
254.0007935,44.50612259,254.0046844,145.1704102,254.0266571,44.64151764,254.0305786,149.0175934,254.0523529,41.80765533,254.0562592,142.4672394,254.0769958,46.86559296,254.0809174,162.7038574,254.1025543,40.53285599,254.1064758,144.4745941,254.1278381,42.14576721,254.1317596,145.0549011,
255.0007935,42.76103592,255.0046844,143.6936188,255.0263367,43.13830185,255.0302582,152.4624023,255.0516663,41.18045044,255.0555878,141.5381317,255.0782166,45.89308548,255.0821381,160.2850494,255.1025238,43.15917969,255.1064453,142.4391785,255.1283569,43.61607361,255.1322784,148.6397705,
256.0007935,43.67680359,256.0046997,147.7655945,256.0255737,45.19487762,256.02948,153.3212891,256.0505066,40.53083801,256.0544434,141.8322754,256.0763245,47.38692856,256.0802612,157.9078827,256.1016846,40.91981125,256.1055908,142.920639,256.1267395,42.5957756,256.1306458,145.584671,
257.0007935,42.97272873,257.0046997,145.9393005,257.0258484,44.68083191,257.0297546,148.4878387,257.0508423,41.7635994,257.0547791,144.5359039,257.0760193,46.89876938,257.0799255,160.9867706,257.1011658,41.64509583,257.105072,140.1213074,257.1255188,43.42177963,257.1294556,143.7784119,
258.0007935,42.84236526,258.0046997,147.5037231,258.0264893,43.59444046,258.030426,151.8105469,258.0520325,41.24517059,258.0559387,143.1583099,258.076355,48.01146698,258.0802612,159.3644867,258.1016846,41.25172424,258.1055908,144.7955322,258.1266785,42.95277405,258.1305847,145.0141296,
259.0007935,43.92419052,259.0046997,147.4426575,259.0260315,44.08257675,259.0299377,150.2199249,259.0506897,42.61575699,259.0545959,145.8493652,259.0762024,46.4080658,259.0801086,160.4726715,259.1021118,42.01883698,259.1060181,142.3126831,259.1265259,42.14690018,259.1304321,145.4427032,
260.0007935,42.48939896,260.0046997,146.3552094,260.0256958,42.77028656,260.0296021,151.7546082,260.0514832,41.7572937,260.0554199,139.677475,260.0757446,47.02228165,260.0796509,159.3177948,260.1018372,41.91555405,260.1057434,143.3006287,260.1270142,43.86925507,260.1309204,144.7005157,
261.0007935,43.37953568,261.0046997,143.9723663,261.0260315,44.68184662,261.0299377,153.7628174,261.0515137,41.85988998,261.0554504,142.859314,261.07724,46.45557022,261.0811462,157.5304413,261.102356,42.58832932,261.1062622,144.2483368,261.127533,43.01524353,261.1314392,144.2430115,
262.0007935,43.87117767,262.0046997,147.9385376,262.0256958,44.78356171,262.0296021,149.7532043,262.0514832,41.4728775,262.0554199,142.7954102,262.076355,45.32747269,262.0802612,160.9192963,262.1028442,42.15030289,262.106781,139.3687744,262.1276855,43.63398743,262.1316223,145.6772614,
263.0007935,43.21616364,263.0046997,145.255127,263.0258179,44.5096817,263.0297546,154.2693329,263.0513611,41.9588089,263.0552673,141.5025635,263.0770264,45.57440567,263.0809326,162.1565552,263.1020203,40.24617386,263.1059265,142.2529144,263.1290283,43.05113983,263.1329346,144.9941559,
264.0007935,42.86486816,264.0046997,144.842865,264.0261841,44.17721558,264.0301208,149.6632385,264.0515137,42.23921585,264.0554504,142.0489197,264.0768433,46.68154144,264.08078,156.6782227,264.1004333,40.98606491,264.1043396,140.4667511,264.1260986,43.22875214,264.1300049,144.0075836,
265.0007935,43.18801498,265.0046997,146.2280273,265.0265198,44.39500046,265.030426,148.1128845,265.0518799,41.9779129,265.0558167,143.3911285,265.07724,46.15453339,265.0811768,158.0570374,265.1019897,41.82114792,265.1059265,143.3730164,265.1268616,42.41012573,265.1307678,147.469986,
266.0007935,43.29835129,266.0046997,143.7967682,266.0253296,44.53828812,266.0292358,145.6296692,266.0507202,41.23488617,266.0546265,144.2907715,266.0764465,47.67307281,266.0803528,158.5640717,266.1009216,41.50247192,266.1048279,138.0002441,266.1261597,43.14493942,266.1300659,148.2839508,
267.0007935,43.51887512,267.0046997,147.1684418,267.0242615,45.11261749,267.0281677,151.4425049,267.0493469,42.12247467,267.0532837,143.2590179,267.0750732,46.18580246,267.07901,157.4530334,267.0998535,41.63018036,267.1037903,140.9372711,267.1245422,41.99110794,267.1284485,147.0035706,
268.0007935,43.62469101,268.0047302,147.7602692,268.0266113,43.83304214,268.0305176,151.0055542,268.052002,41.57909775,268.0559387,140.740036,268.0776978,45.29421234,268.081604,160.6255646,268.1025085,41.12427521,268.1064453,141.2550201,268.1280823,43.01172256,268.1319885,145.1752167,
269.0007935,44.64513016,269.0047302,145.8477325,269.0267334,45.52228928,269.0306396,152.3959808,269.0499878,41.22506714,269.0539246,141.1383514,269.0751953,48.24781799,269.0791016,158.5931702,269.0998535,42.8958931,269.1037903,139.8183899,269.1250305,44.33588028,269.1289368,145.7355042,
270.0007935,42.55607224,270.0047302,145.3671112,270.0269165,44.49628448,270.0308228,152.1111908,270.0517273,40.09447861,270.0556335,142.1243439,270.0778198,47.5219574,270.0817566,157.3522644,270.1029968,41.78278732,270.1069031,139.2335205,270.1276855,42.32830811,270.1316223,144.6571198,
271.0007935,43.04248047,271.0046997,142.7096863,271.0250854,44.12756348,271.0289917,149.9152374,271.0492249,41.30837631,271.0531311,144.0178528,271.0751953,45.98418808,271.0791016,156.2034912,271.1000061,42.04168701,271.1039429,140.4483643,271.1255798,43.61592865,271.1294861,144.9205017,
272.0007935,43.4447403,272.0046997,142.6832733,272.0261841,44.87706757,272.0300903,148.5280762,272.051239,42.00917816,272.0551453,141.4941864,272.076355,47.17710495,272.0802612,157.6932068,272.1008606,42.1418457,272.1047668,139.9818268,272.1268616,41.81212997,272.1307678,147.9074097,
273.0007935,42.29372025,273.0046997,144.4720001,273.025238,45.20740128,273.0291443,148.7603912,273.051178,41.59024429,273.0551147,141.2063599,273.0765381,47.79579926,273.0804443,155.9972229,273.1018982,41.01204681,273.105835,143.4659424,273.1273499,42.68011475,273.1312866,145.643158,
